id,car_name,yr_mfr,fuel_type,kms_run,sale_price,city,times_viewed,body_type,transmission,variant,assured_buy,registered_city,registered_state,is_hot,rto,source,make,model,car_availability,total_owners,broker_quote,original_price,car_rating,ad_created_on,fitness_certificate,emi_starts_from,booking_down_pymnt,reserved,warranty_avail
37,168,2012,0,87914,266299,11,606,0,1,343,True,62,3,True,28,1,23,56,0,1,269200,348764.0,2,810,True,6185,39945,False,False
38,103,2013,0,74429,314499,11,1418,0,1,692,True,150,13,True,225,1,13,148,0,2,294044,365244.0,2,1202,True,7305,47175,False,False
39,103,2014,0,81137,381299,11,770,0,1,692,True,76,13,True,225,1,13,148,0,2,358594,458804.0,2,3712,True,8857,57195,False,False
40,51,2012,0,85689,302299,11,1268,0,1,631,True,80,13,True,227,1,7,78,0,1,292039,377619.0,2,5379,True,7022,45345,False,False
41,57,2011,2,139038,165499,11,2258,0,1,428,True,62,3,True,33,1,7,139,0,1,154046,550750.6039160839,2,2228,True,3844,24825,False,False
42,48,2013,2,82328,364399,11,400,0,1,626,True,62,3,True,32,1,7,71,0,1,336609,550750.6039160839,2,2580,True,8464,54660,False,False
43,61,2015,0,87238,542699,11,1289,3,1,408,True,76,13,True,225,1,7,161,0,1,541498,680558.0,2,1890,True,12606,81405,False,False
44,104,2010,2,95236,202499,11,2344,3,1,723,True,150,13,True,227,1,13,149,0,2,199251,265671.0,2,1124,True,4704,30375,False,False
45,87,2012,2,92532,215599,11,493,0,1,723,True,148,3,True,28,1,13,12,0,1,195602,550750.6039160839,2,3179,True,5008,32340,False,False
46,89,2016,3,104962,326499,11,2613,0,1,738,True,73,5,True,88,1,13,28,0,1,295326,366773.0,2,1446,True,7584,48975,False,False
47,88,2016,0,88453,545799,11,1463,0,1,281,True,62,3,True,31,1,13,19,0,1,565654,703554.0,2,580,True,12678,81870,False,False
48,104,2013,0,77823,390699,11,468,3,1,826,True,62,3,True,34,1,13,149,0,1,382228,550750.6039160839,2,2768,True,9075,58605,False,False
49,104,2013,0,82016,274399,11,2521,3,1,482,True,62,3,True,33,1,13,149,0,2,284400,353776.0,2,920,True,6374,41160,False,False
50,51,2012,0,112314,294799,11,608,0,1,631,True,83,5,True,78,1,7,78,0,1,271977,550750.6039160839,2,2592,True,6847,44220,False,False
51,104,2013,0,96826,352799,11,1102,3,1,692,True,150,13,True,227,1,13,149,0,1,348318,446284.0,2,4473,True,8195,52920,False,False
52,103,2015,0,91280,405399,11,572,0,1,694,True,73,5,True,88,1,13,148,0,1,381900,550750.6039160839,2,528,True,9416,60810,False,False
53,103,2015,0,92527,372899,11,1172,0,1,694,True,150,13,True,227,1,13,148,0,1,365500,467250.0,2,677,True,8662,55935,False,False
54,53,2013,0,81971,604299,11,1946,1,1,583,True,83,5,True,78,1,7,108,0,1,527571,662351.0,2,547,True,14036,90645,False,False
55,51,2012,0,118130,243299,11,1385,0,1,635,True,150,13,True,227,1,7,78,0,3,210000,277540.0,2,645,True,5651,36495,False,False
56,103,2014,0,124969,367999,11,812,0,1,826,True,76,13,True,225,1,13,148,0,1,381500,486770.0,2,844,True,8548,55200,False,False
57,103,2011,0,133175,289199,11,1424,0,1,826,True,76,13,True,225,1,13,148,0,1,253611,330743.0,2,615,True,6717,43380,False,False
58,104,2013,0,110484,391499,11,776,3,1,826,True,83,5,True,78,1,13,149,0,1,395404,401404.0,2,3083,True,9094,58725,False,False
59,32,2014,2,78097,337799,11,1330,3,1,43,True,73,5,True,80,1,6,13,0,2,321773,398236.0,2,2448,True,7846,50670,False,False
60,100,2012,0,100995,234399,11,701,0,1,692,True,76,13,True,225,1,13,130,0,1,232205,304629.0,2,957,True,5444,35160,False,False
61,100,2012,0,123546,215699,11,770,0,1,692,True,76,13,True,225,1,13,130,0,1,185600,248620.0,2,683,True,5010,32355,False,False
62,45,2015,0,110531,420299,11,1774,0,1,532,True,76,13,True,225,1,7,50,0,1,420000,527700.0,2,872,True,9762,63045,False,False
63,44,2018,0,78027,1149984,11,1175,4,0,132,True,129,13,True,225,1,7,39,0,2,1068000,1295740.0,2,719,True,26711,172498,False,False
64,103,2012,0,129639,306199,11,569,0,1,692,True,80,13,True,227,1,13,148,0,1,296328,382854.0,2,625,True,7112,45930,False,False
65,103,2009,3,118559,215299,11,2935,0,1,723,True,148,3,True,32,1,13,148,0,2,197120,550750.6039160839,2,2784,True,5001,32295,False,False
66,103,2012,0,156680,291399,11,482,0,1,692,True,62,3,True,29,1,13,148,0,1,266867,345903.0,2,1519,True,6768,43710,False,False
67,108,2010,3,176287,219999,11,1530,0,1,510,True,62,3,True,34,1,13,164,0,1,179790,550750.6039160839,1,2682,True,5110,33000,False,False
68,32,2015,0,123934,315599,11,1352,3,1,92,True,76,13,True,225,1,6,13,0,2,311088,400848.0,2,1019,True,7331,47340,False,False
69,3,2014,0,66027,1332390,11,3871,2,1,182,True,62,3,True,31,1,0,124,0,1,1184213,550750.6039160839,2,2669,True,30948,199859,False,False
70,44,2015,0,88375,789799,11,1009,4,1,144,True,62,3,True,31,1,7,39,0,1,790882,792382.0,2,3287,True,18345,118470,False,False
71,104,2012,0,180639,312099,11,669,3,1,696,True,80,13,True,227,1,13,149,0,1,302763,550750.6039160839,2,2359,True,7249,46815,False,False
72,45,2015,0,116697,536999,11,676,0,1,311,True,73,5,True,88,1,7,50,0,1,477500,550750.6039160839,2,576,True,12473,80550,False,False
73,106,2016,0,111613,593099,11,755,4,1,692,True,148,3,True,36,1,13,162,0,1,519919,653679.0,2,557,True,13776,88965,False,False
74,32,2014,0,98992,293999,11,1790,3,1,94,True,150,13,True,227,1,6,13,0,1,256200,333904.0,2,565,True,6829,44100,False,False
75,45,2017,0,148526,514799,11,1140,0,1,630,True,150,13,True,227,1,7,50,0,1,507465,639725.0,2,1647,True,11957,77220,False,False
76,166,2014,0,103033,694599,11,3101,1,1,346,True,73,5,True,80,1,23,38,0,1,713426,719426.0,2,1522,True,16134,104190,False,False
77,103,2013,0,194203,284099,11,1020,0,1,692,True,62,3,True,35,1,13,148,0,1,284626,362578.0,2,1722,True,6599,42615,False,False
78,3,2014,0,90959,1103827,11,3892,2,1,176,True,150,13,True,227,1,0,124,0,1,1127710,1135210.0,2,1220,True,25639,165575,False,False
79,171,2015,0,111562,844899,11,1356,4,1,209,True,73,5,True,88,1,23,87,0,1,850000,1002280.0,2,918,True,19625,126735,False,False
80,137,2013,0,219642,264299,11,1241,3,1,573,True,73,5,True,80,1,19,140,0,1,226320,284657.0,1,2418,True,6139,39645,False,False
81,108,2015,2,11343,334899,11,3337,0,1,723,True,150,13,True,227,1,13,164,0,1,352558,451448.0,2,4043,True,7779,50235,False,False
82,86,2019,3,2510,346599,11,2873,0,1,510,True,150,13,True,227,1,13,11,0,1,364076,465496.0,2,3574,True,8051,51990,False,False
83,87,2013,2,21784,240199,11,963,0,1,723,True,30,13,True,229,1,13,12,0,2,241697,310189.0,2,4346,True,5579,36030,False,False
84,134,2019,2,4279,341199,11,502,0,1,569,True,148,3,True,28,1,19,93,0,1,336000,342500.0,2,5363,True,7925,51180,False,False
85,92,2019,2,11393,516599,11,6046,3,1,506,True,47,13,True,224,1,13,45,0,1,536586,682666.0,2,4244,True,11999,77490,False,False
86,87,2019,2,11221,358099,11,1039,0,1,747,True,150,13,True,227,1,13,12,0,1,360000,460540.0,2,4289,True,8318,53715,False,False
87,35,2010,2,47405,360799,11,1064,3,1,588,True,62,3,True,33,1,6,31,0,1,352000,449780.0,2,6000,True,8380,54120,False,False
88,103,2013,2,43803,352799,11,1184,0,1,723,True,1,13,True,242,1,13,148,0,1,344573,435703.0,2,4679,True,8195,52920,False,False
89,46,2013,2,24955,226199,11,924,0,1,349,True,62,3,True,31,1,7,52,0,1,208148,269270.0,2,2787,True,5254,33930,False,False
90,86,2016,2,34451,259999,11,816,0,1,506,True,95,5,True,73,1,13,11,0,1,251662,330354.0,2,4859,True,6039,39000,False,False
91,134,2016,2,40154,213999,11,5697,0,1,569,True,76,13,True,225,1,19,93,0,1,222438,292706.0,2,2949,True,4971,32100,False,False
92,134,2016,2,37916,234099,11,5518,0,1,569,True,73,5,True,80,1,19,93,0,1,241700,302963.0,2,895,True,5438,35115,False,False
93,48,2017,2,25826,488699,11,935,0,1,618,True,148,3,True,33,1,7,71,0,1,503392,509892.0,2,4627,True,11351,73305,False,False
94,48,2017,3,38901,462899,11,1702,0,1,637,True,62,3,True,35,1,7,71,0,1,453780,550750.6039160839,2,2759,True,10752,69435,False,False
95,108,2012,2,39131,232999,11,1501,0,1,506,True,83,5,True,78,1,13,164,0,1,209467,275375.0,2,5348,True,5412,34950,False,False
96,132,2013,0,28769,454599,11,2393,4,1,267,False,150,13,True,227,1,19,44,0,1,433859,544319.0,2,5016,True,10559,68190,False,False
97,87,2018,2,3212,394399,11,846,0,1,723,True,62,3,True,32,1,13,12,0,1,353454,550750.6039160839,2,5788,True,9161,59160,False,False
98,46,2016,2,14776,278199,11,1063,0,1,396,True,148,3,True,35,1,7,52,0,1,265907,339745.0,2,4828,True,6462,41730,False,False
99,103,2013,0,50647,349299,11,664,0,1,692,True,62,3,True,33,1,13,148,0,2,335481,550750.6039160839,2,3518,True,8113,52395,False,False
100,45,2019,2,21556,571299,11,1725,0,1,32,True,15,13,True,241,1,7,50,0,1,578988,719548.0,2,5697,True,13270,85695,False,False
101,103,2013,2,48461,370599,11,775,0,1,723,True,148,3,True,28,1,13,148,1,1,357366,550750.6039160839,2,5954,True,8608,55590,False,False
102,103,2012,0,62476,317399,11,693,0,1,692,True,80,13,True,227,1,13,148,0,1,334103,428945.0,2,2889,True,7372,47610,False,False
103,161,2017,0,85779,332399,11,1000,0,1,802,True,62,3,True,31,1,22,153,0,2,333702,333899.0,2,5462,True,7721,49860,False,False
104,44,2015,2,20087,823499,11,1301,4,1,135,True,150,13,True,227,1,7,39,0,2,841253,1023449.0,2,2333,True,19128,123525,False,False
105,50,2011,2,59431,223599,11,1066,0,1,627,True,165,13,True,232,1,7,77,0,1,202583,262473.0,2,1840,True,5194,33540,False,False
106,168,2013,2,40911,294399,11,1343,0,1,421,True,62,3,True,38,1,23,56,0,2,269633,349285.0,1,5240,True,6838,44160,False,False
107,94,2019,2,8326,897199,11,6979,4,1,870,True,148,3,True,36,1,13,53,0,1,911988,1105910.0,2,4603,True,20840,134580,False,False
108,51,2011,2,71538,256699,11,878,0,1,536,True,194,5,True,70,1,7,78,0,1,239609,268499.0,2,1909,True,5962,38505,False,False
109,18,2016,2,28840,221399,11,1922,0,1,656,True,62,3,True,31,1,3,127,0,1,201724,550750.6039160839,1,5386,True,5143,33210,False,False
110,89,2015,2,53095,354999,11,649,0,1,856,True,62,3,True,39,1,13,28,0,1,355044,361544.0,2,5667,True,8246,53250,False,False
111,51,2012,0,59922,276399,11,991,0,1,532,True,73,5,True,88,1,7,78,0,1,237167,297556.0,1,4999,True,6420,41460,False,False
112,41,2018,2,28290,709899,11,2443,4,1,29,True,150,13,True,227,1,6,167,0,1,738712,917232.0,2,2748,True,16489,106485,False,False
113,88,2017,2,34205,509399,11,519,0,1,840,True,150,13,True,227,1,13,19,0,1,470617,535699.0,2,5538,True,11832,76410,False,False
114,103,2015,2,57972,369399,11,938,0,1,723,True,62,3,True,37,1,13,148,0,3,369391,470977.0,2,5154,True,8580,55410,False,False
115,103,2008,2,61909,203099,11,654,0,1,509,True,62,3,True,37,1,13,148,0,1,176651,236421.0,1,4064,True,4717,30465,False,False
116,81,2012,0,49367,479899,11,4922,2,1,768,True,150,13,True,227,1,11,174,0,3,395073,503313.0,1,5107,True,11147,71985,False,False
117,81,2014,0,64950,555999,11,3259,2,1,768,True,148,3,True,38,1,11,174,0,2,505938,636898.0,2,531,True,12914,83400,False,False
118,105,2010,2,61261,232899,11,1143,3,1,856,True,76,13,True,227,1,13,150,0,1,200068,265408.0,1,1848,True,5410,34935,False,False
119,32,2013,0,72461,301399,11,778,3,1,94,True,62,3,True,29,1,6,13,0,1,270460,550750.6039160839,2,1184,True,7001,45210,False,False
120,103,2013,0,67011,369299,11,494,0,1,692,True,73,5,True,80,1,13,148,0,1,354032,436632.0,2,5040,True,8578,55395,False,False
121,45,2015,2,53171,480399,11,1015,0,1,623,True,150,13,True,227,1,7,50,0,1,447444,560624.0,2,5877,True,11158,72060,False,False
122,48,2017,2,93152,377799,11,631,0,1,637,True,62,3,True,26,1,7,71,0,1,388000,493700.0,1,2522,True,8775,56670,False,False
123,178,2011,2,59541,275099,11,496,0,1,330,True,83,5,True,78,1,24,119,1,2,217138,550750.6039160839,1,5540,True,6390,41265,False,False
124,113,2011,2,89510,188399,11,1377,0,1,506,True,150,13,True,227,1,13,179,0,1,164094,221714.0,1,3137,True,4376,28260,False,False
125,161,2016,2,55538,359399,11,1373,0,1,803,True,62,3,True,26,1,22,153,0,1,347573,550750.6039160839,2,5598,True,8348,53910,False,False
126,76,2015,0,50968,801099,11,2106,4,1,598,True,62,3,True,38,1,11,141,0,1,832560,1012190.0,2,1078,True,18608,120165,False,False
127,172,2017,0,42841,1415109,11,1528,4,1,189,True,150,13,True,227,1,23,88,1,1,1422217,1713713.0,2,5962,True,32869,212267,False,False
128,178,2013,2,65942,317199,11,1320,0,1,330,True,83,5,True,78,1,24,119,0,1,290791,374585.0,2,2197,True,7368,47580,False,False
129,76,2016,0,59831,1092313,11,3284,4,1,589,True,76,13,True,225,1,11,141,0,1,1093292,550750.6039160839,2,1872,True,25372,163847,False,False
130,44,2016,2,61582,720299,11,1680,4,1,149,True,150,13,True,227,1,7,39,0,2,672500,837780.0,2,4619,True,16731,108045,False,False
131,76,2016,0,61330,1030804,11,2581,4,1,589,True,150,13,True,227,1,11,141,0,2,1048358,1272552.0,2,1874,True,23943,154621,False,False
132,26,2012,0,58699,233099,11,380,0,1,83,True,83,5,True,78,1,5,61,0,1,176961,550750.6039160839,0,5483,True,5414,34965,False,False
133,103,2009,2,96354,239299,11,338,0,1,723,True,148,3,True,37,1,13,148,0,2,197667,262687.0,1,1362,True,5558,35895,False,False
134,123,2009,2,95127,307099,11,2828,2,1,191,True,62,3,True,37,1,16,118,0,3,295317,331199.0,2,6254,True,7133,46065,False,False
135,61,2014,0,81676,520499,11,204,3,1,415,True,150,13,True,227,1,7,161,0,1,510270,643090.0,2,2963,True,12090,78075,False,False
136,61,2014,0,84334,510699,11,743,3,1,404,True,62,3,True,28,1,7,161,0,1,488043,608343.0,2,2322,True,11862,76605,False,False
137,175,2017,0,73768,486299,11,1242,3,1,452,True,76,13,True,225,1,24,14,0,1,465642,509599.0,2,5349,True,11296,72945,False,False
138,113,2010,2,65057,208999,11,351,0,1,506,True,62,3,True,37,1,13,179,1,1,149524,550750.6039160839,1,5935,True,4855,31350,False,False
139,87,2012,2,89988,206399,11,750,0,1,723,True,62,3,True,39,1,13,12,0,2,181965,550750.6039160839,1,4058,True,4794,30960,False,False
140,89,2016,3,100780,358299,11,1776,0,1,738,False,62,3,True,39,1,13,28,0,2,319632,550750.6039160839,2,5239,True,8322,53745,False,False
141,34,2013,2,90659,251399,11,448,0,1,39,True,62,3,True,32,1,6,24,0,2,214324,281810.0,1,2476,True,5839,37710,False,False
142,57,2013,2,79800,220699,11,1251,0,1,428,True,62,3,True,38,1,7,139,0,1,206571,550750.6039160839,2,5039,True,5126,33105,False,False
143,104,2012,2,90220,290899,11,1831,3,1,508,True,76,13,True,225,1,13,149,0,1,283877,367653.0,2,1915,True,6757,43635,False,False
144,23,2013,0,99113,413099,11,1508,4,1,127,True,150,13,True,227,1,5,48,0,1,411396,517356.0,2,1325,True,9595,61965,False,False
145,81,2014,0,60070,699399,11,1583,2,1,768,True,144,8,True,156,1,11,174,0,1,733951,824782.0,2,748,True,16245,104910,False,False
146,129,2014,0,110471,469099,11,842,4,1,808,True,76,13,True,225,1,17,151,0,1,428610,538030.0,2,5090,True,10896,70365,False,False
147,32,2014,2,86304,364599,11,535,3,1,43,True,150,13,True,227,1,6,13,0,1,303700,391854.0,2,3169,True,8469,54690,False,False
148,100,2010,2,108338,230799,11,490,0,1,742,True,150,13,True,227,1,13,130,0,1,224350,295036.0,2,3562,True,5361,34620,False,False
149,51,2012,0,122256,299399,11,524,0,1,631,True,76,13,True,225,1,7,78,0,1,273723,355277.0,2,4074,True,6954,44910,False,False
150,167,2015,2,168109,330899,11,938,3,1,421,True,150,13,True,227,1,23,55,0,1,318815,410291.0,2,1550,True,7686,49635,False,False
151,94,2012,0,186207,440199,11,1085,4,1,692,True,150,13,True,225,1,13,53,0,1,387269,493793.0,1,5405,True,10225,66030,False,False
152,179,2013,0,192715,377799,11,888,3,1,455,True,128,13,True,244,1,24,158,0,1,350604,443076.0,2,3934,True,8775,56670,False,False
153,166,2014,2,134937,751399,11,1166,1,1,427,True,150,13,True,227,1,23,38,0,1,733302,910742.0,2,3788,True,17453,112710,False,False
154,3,2013,0,114155,1072517,11,1288,2,0,181,True,62,3,True,31,1,0,124,0,2,990909,1194051.0,2,1350,True,24912,160878,False,False
155,44,2016,0,124714,818799,11,924,4,1,142,True,150,13,True,227,1,7,39,0,1,810419,987071.0,2,3240,True,19019,122820,False,False
156,2,2013,0,107465,1202706,11,1937,1,0,180,True,62,3,True,31,1,0,7,0,2,1273548,1532278.0,2,5314,True,27936,180406,False,False
157,169,2013,0,154297,1213917,11,2095,2,0,230,True,76,13,True,225,1,23,64,0,1,1250172,1510690.0,2,1699,True,28196,182088,False,False
158,171,2014,0,214389,619299,11,876,4,1,205,True,148,3,True,32,1,23,87,0,1,598514,550750.6039160839,2,3235,True,14385,92895,False,False
159,89,2015,3,158356,316399,11,1278,0,1,738,True,62,3,True,39,1,13,28,1,1,288964,550750.6039160839,2,4483,True,7349,47460,False,False
160,103,2015,2,27191,365799,11,2550,0,1,517,True,148,3,True,38,1,13,148,0,1,366204,467108.0,2,2639,True,8497,54870,True,False
161,86,2017,2,15581,257699,11,3272,0,1,506,True,83,5,True,78,1,13,11,0,1,264886,270886.0,2,1721,True,5986,38655,True,False
162,104,2011,2,15248,254299,11,2660,3,1,728,True,62,3,True,33,1,13,149,0,1,240524,313774.0,2,1094,True,5907,38145,True,False
163,87,2018,2,17599,335199,11,1102,0,1,723,True,62,3,True,31,1,13,12,0,1,319967,550750.6039160839,2,2701,True,7786,50280,True,False
164,76,2013,0,34861,506799,11,1701,4,1,502,True,62,3,True,28,1,11,141,0,1,479116,515799.0,2,4787,True,11772,76020,True,False
165,103,2019,2,9218,568299,11,2291,0,1,723,True,148,3,True,34,1,13,148,0,1,579475,585975.0,2,3702,True,13200,85245,True,False
166,48,2019,2,7794,513399,11,2127,0,1,626,True,148,3,True,39,1,7,71,0,1,514830,521330.0,2,3438,True,11925,77010,True,False
167,18,2018,2,14537,277899,11,1185,0,1,11,True,76,13,True,225,1,3,127,0,1,278408,360996.0,2,1673,True,6455,41685,True,False
168,103,2013,0,45994,356099,11,1291,0,1,692,True,150,13,True,227,1,13,148,0,1,321214,413218.0,2,5204,True,8271,53415,True,False
169,50,2010,2,55388,190499,11,2158,0,1,530,True,148,3,True,34,1,7,77,0,2,179618,240138.0,2,1391,True,4425,28575,True,False
170,105,2010,2,51871,238199,11,1026,3,1,863,True,62,3,True,33,1,13,150,0,1,211716,550750.6039160839,1,2707,True,5533,35730,True,False
171,100,2011,2,41762,239399,11,1252,0,1,737,True,62,3,True,28,1,13,130,0,1,194500,258745.0,2,2313,True,5561,35910,True,False
172,78,2016,0,37219,551499,11,3898,4,0,662,True,62,3,True,28,1,11,157,0,1,528307,663747.0,2,1725,True,12810,82725,True,False
173,45,2020,2,11146,532799,11,6329,0,1,32,True,62,3,True,28,1,7,50,0,1,541035,679015.0,2,1468,True,12376,79920,True,False
174,35,2014,2,48845,530499,11,2855,3,1,686,True,62,3,True,27,1,6,31,0,1,555000,695780.0,2,672,True,12322,79575,True,False
175,97,2019,2,21000,397699,11,2197,0,1,507,True,62,3,True,35,1,13,107,0,1,397608,399108.0,2,1656,True,9238,59655,True,False
176,32,2017,2,37426,450999,11,1624,3,1,43,True,150,13,True,227,1,6,13,1,1,455681,570501.0,2,1662,True,10476,67650,True,False
177,134,2018,2,31537,283999,11,4740,0,1,559,True,86,13,True,245,1,19,93,0,1,283882,285382.0,2,1556,True,6597,42600,True,False
178,50,2010,2,68453,174499,11,1693,0,1,391,True,62,3,True,33,1,7,77,0,1,150000,203120.0,2,2142,True,4053,26175,True,False
179,35,2017,3,28074,791599,11,1517,3,1,721,False,62,3,True,26,1,6,31,0,1,768750,550750.6039160839,2,2860,True,18387,118740,True,False
180,62,2014,0,68235,275699,11,1416,3,1,580,True,148,3,True,39,1,7,171,0,2,288862,295362.0,2,1945,True,6404,41355,True,False
181,104,2013,0,67411,271499,11,1264,3,1,482,True,62,3,True,29,1,13,149,0,1,265882,344698.0,2,992,True,6306,40725,True,False
182,104,2012,0,80671,336099,11,871,3,1,696,True,103,13,True,240,1,13,149,0,1,324026,550750.6039160839,2,2700,True,7807,50415,True,False
183,100,2009,2,48907,189299,11,1318,0,1,723,True,148,3,True,39,1,13,130,0,1,196568,203068.0,2,1438,True,4397,28395,True,False
184,94,2015,0,57933,574199,11,1224,4,1,826,True,62,3,True,38,1,13,53,0,2,566007,550750.6039160839,2,2536,True,13337,86130,True,False
185,51,2009,2,86251,175299,11,4681,0,1,531,True,62,3,True,37,1,7,78,0,2,180994,241839.0,2,1054,True,4072,26295,True,False
186,85,2019,3,50244,313399,11,1664,0,1,506,True,47,13,True,224,1,13,10,0,2,288271,381015.0,2,6268,True,7279,47010,True,False
187,87,2014,3,70930,274799,11,808,0,1,510,True,62,3,True,35,1,13,12,0,1,218798,282252.0,1,3075,True,6383,41220,True,False
188,108,2012,3,83630,218899,11,1670,0,1,510,True,83,5,True,91,1,13,164,0,1,213657,219657.0,2,3768,True,5084,32835,True,False
189,61,2018,0,38712,949499,11,6516,3,0,131,True,76,13,True,225,1,7,161,0,1,982553,1190183.0,2,629,True,22054,142425,True,False
190,106,2017,0,39663,732399,11,1186,4,1,830,True,76,13,True,225,1,13,162,0,1,699000,869580.0,2,696,True,17012,109860,True,False
191,61,2017,0,38307,747999,11,4483,3,1,130,True,62,3,True,35,1,7,161,0,1,772187,773687.0,2,2290,True,17374,112200,True,False
192,78,2015,0,71692,579599,11,1830,4,0,662,True,62,3,True,28,1,11,157,0,2,571730,715850.0,2,2085,True,13463,86940,True,False
